RegNo,Name,Gender,Department,CGPA,Email,Contact
985,Judith Ball,Male,Civil,8.9,Judith Ball@rediffmail.com,9986827854
986,Regina Fraser,Male,EIE,6.49,Regina Fraser@hotmail.com,9986353088
987,Allen Shuman,Male,ECE,8.63,Allen Shuman@yahoo.co.in,9986157400
988,Adam Moise,Female,EEE,9.45,Adam Moise@hotmail.com,9986450150
989,Jeff Lamping,Female,ECE,6.7,Jeff Lamping@yahoo.co.in,9986505060
990,Elizabeth Johnson,Female,EIE,8.91,Elizabeth Johnson@gmail.com,9986631275
991,Joanna Lischak,Female,ECE,8.16,Joanna Lischak@rediffmail.com,9986996440
992,Louise Smith,Female,Civil,9.87,Louise Smith@yahoo.co.in,9986584613
993,Chauncey Harp,Female,EEE,6.02,Chauncey Harp@hotmail.com,9986813018
994,Helen Li,Female,Civil,5.9,Helen Li@gmail.com,9986439982
995,Marie Austin,Male,Mechanical,7.9,Marie Austin@hotmail.com,9986950629
996,Barbara Jessop,Male,Mechanical,8.03,Barbara Jessop@hotmail.com,9986647292
997,Amanda Carter,Male,Civil,9.2,Amanda Carter@hotmail.com,9986284069
998,Will Trautman,Male,ECE,6.41,Will Trautman@yahoo.co.in,9986684729
999,Herman Keifer,Female,CSE,6.42,Herman Keifer@yahoo.co.in,9986067383
1000,Kathleen Kline,Female,Civil,8.49,Kathleen Kline@yahoo.co.in,9986292355
