RegNo,Name,Gender,Department,CGPA,Email,Contact
20184204,Heather Light,Female,EIE,6.66,HeatherLight@rediffmail.com,9986786039
20184205,Herman Smith,Male,Mechanical,9.12,HermanSmith@hotmail.com,9986360821
20184206,Rachel Sanchez,Female,EIE,8.61,RachelSanchez@rediffmail.com,9986786189
20184207,Samuel Doe,Female,Mechanical,8.42,SamuelDoe@hotmail.com,9986752862
20184208,Aletha Farnsworth,Male,CSE,8.62,AlethaFarnsworth@yahoo.co.in,9986210569
20184209,Floyd Thurman,Female,EEE,6.59,FloydThurman@hotmail.com,9986826925
20184210,Jane Frazier,Male,EEE,8.54,JaneFrazier@gmail.com,9986649047
20184211,Jason Ewald,Female,Mechanical,9.82,JasonEwald@yahoo.co.in,9986774659
20184212,Jennie Hall,Female,Mechanical,6.55,JennieHall@gmail.com,9986848094
20184213,John Greenler,Male,CSE,9.55,JohnGreenler@rediffmail.com,9986871269
20184214,Lynn King,Male,Mechanical,7.03,LynnKing@hotmail.com,9986794813
20184215,Travis Crawford,Female,CSE,8.38,TravisCrawford@hotmail.com,9986966645
20184216,Anna Cacciatori,Male,CSE,7.32,AnnaCacciatori@gmail.com,9986231072
20184217,Lindsay Reed,Female,CSE,9.41,LindsayReed@yahoo.co.in,9986737421
20184218,Velma Heitzman,Male,Civil,8.77,VelmaHeitzman@yahoo.co.in,9986668426
20184219,Michael Young,Male,EEE,5.72,MichaelYoung@yahoo.co.in,9986354443
20184220,Mauricio Watson,Male,Civil,9.12,MauricioWatson@rediffmail.com,9986079091
20184221,Susan Eckles,Female,CSE,9.56,SusanEckles@gmail.com,9986767166
20184222,Dianne Savage,Male,Civil,7.83,DianneSavage@hotmail.com,9986622119
20184223,Gina Howard,Female,CSE,6.82,GinaHoward@gmail.com,9986591315
20184224,Ella Justice,Female,EEE,5.52,EllaJustice@rediffmail.com,9986578301
20184225,Jeffrey Downs,Male,EEE,8.09,JeffreyDowns@yahoo.co.in,9986285992
20184226,Maria Stone,Female,Mechanical,9.83,MariaStone@hotmail.com,9986286981
20184227,Tanya Madison,Female,EIE,5.55,TanyaMadison@yahoo.co.in,9986152539
20184228,Christopher Barlow,Male,Mechanical,8.02,ChristopherBarlow@rediffmail.com,9986774553
20184229,Ralph Reynoso,Male,Mechanical,7.92,RalphReynoso@rediffmail.com,9986751875
20184230,George Murphy,Female,EEE,8.29,GeorgeMurphy@rediffmail.com,9986899307
20184231,Annette Seyer,Male,EIE,6.91,AnnetteSeyer@rediffmail.com,9986998030
20184232,Mark Thomas,Male,Civil,5.08,MarkThomas@yahoo.co.in,9986597300
20184233,Joseph Trujillo,Female,Mechanical,5.61,JosephTrujillo@rediffmail.com,9986084414
20184234,Denise Blalock,Female,Civil,6.94,DeniseBlalock@yahoo.co.in,9986254711
20184235,Robert Anding,Male,EEE,6.29,RobertAnding@gmail.com,9986281868
20184236,Anthony Steadman,Female,ECE,8.34,AnthonySteadman@yahoo.co.in,9986759634
20184237,Dustin Edmond,Female,ECE,9.79,DustinEdmond@yahoo.co.in,9986914956
20184238,Sandra Sanford,Female,EEE,8.8,SandraSanford@rediffmail.com,9986211883
20184239,Lee Bercegeay,Male,ECE,9.37,LeeBercegeay@rediffmail.com,9986007198
20184240,Kathryn Holm,Male,CSE,7.58,KathrynHolm@gmail.com,9986997634
20184241,Jared Wood,Male,Mechanical,9.26,JaredWood@hotmail.com,9986332814
20184242,Frederick Lloyd,Female,ECE,8.99,FrederickLloyd@rediffmail.com,9986615265
20184243,David Nodine,Female,Mechanical,5.72,DavidNodine@rediffmail.com,9986385735
20184244,Leonard Brown,Male,EEE,6.09,LeonardBrown@gmail.com,9986711613
20184245,Robert Cowles,Male,EIE,7.47,RobertCowles@rediffmail.com,9986508047
20184246,Carmen Lizotte,Female,EEE,7.49,CarmenLizotte@yahoo.co.in,9986364651
20184247,Morris Simmons,Female,EEE,6.03,MorrisSimmons@yahoo.co.in,9986994116
20184248,Fred Olson,Male,EEE,5.52,FredOlson@hotmail.com,9986606379
20184249,Kevin Johnson,Female,Mechanical,8.94,KevinJohnson@yahoo.co.in,9986832353
20184250,Patricia Melton,Female,CSE,9.42,PatriciaMelton@hotmail.com,9986701998
20184251,Scott Welker,Female,CSE,9.03,ScottWelker@gmail.com,9986820341
20184252,Nettie Montoya,Male,CSE,6.12,NettieMontoya@yahoo.co.in,9986222900
20184253,Allen Garris,Female,ECE,5.82,AllenGarris@yahoo.co.in,9986793272
20184254,Joann Morse,Male,Civil,5.69,JoannMorse@gmail.com,9986530967
20184255,David Hill,Male,Civil,5.07,DavidHill@gmail.com,9986837747
20184256,Kenneth Bonenfant,Male,ECE,5.01,KennethBonenfant@hotmail.com,9986915770
20184257,Charles Higgins,Male,Civil,5.29,CharlesHiggins@yahoo.co.in,9986747009
20184258,Norma Johnson,Female,Civil,6.19,NormaJohnson@yahoo.co.in,9986088275
20184259,Robert Grady,Female,EIE,9.16,RobertGrady@yahoo.co.in,9986270715
20184260,Rose Kirschner,Male,EIE,9.01,RoseKirschner@gmail.com,9986093526
20184261,Shawn Zaragoza,Female,CSE,9.0,ShawnZaragoza@gmail.com,9986836913
20184262,William Werner,Male,Civil,7.14,WilliamWerner@rediffmail.com,9986012549
20184263,Mary Dematteo,Male,Civil,6.41,MaryDematteo@gmail.com,9986389645
20184264,Marc Guerra,Female,CSE,9.11,MarcGuerra@yahoo.co.in,9986361947
20184265,Arnold Nelson,Male,CSE,6.4,ArnoldNelson@gmail.com,9986414968
20184266,Alexander Legge,Male,CSE,6.49,AlexanderLegge@rediffmail.com,9986540318
20184267,Nancy Rodriguez,Male,ECE,8.2,NancyRodriguez@gmail.com,9986052710
20184268,Kathleen Smith,Female,CSE,6.44,KathleenSmith@gmail.com,9986456389
20184269,Lisa Nealey,Male,Civil,6.52,LisaNealey@hotmail.com,9986115888
20184270,Jay Locke,Female,Civil,7.47,JayLocke@rediffmail.com,9986959986
20184271,Kathleen Ferreira,Male,Civil,5.91,KathleenFerreira@gmail.com,9986609714
20184272,Sherry Stoglin,Male,ECE,6.38,SherryStoglin@gmail.com,9986517070
20184273,Catherine Arnold,Male,EIE,7.25,CatherineArnold@yahoo.co.in,9986578237
20184274,Leon Jackson,Female,CSE,5.2,LeonJackson@gmail.com,9986446399
20184275,Robert Bayer,Female,EIE,8.6,RobertBayer@rediffmail.com,9986938450
20184276,Mildred Gordon,Female,CSE,9.9,MildredGordon@yahoo.co.in,9986849252
20184277,Lorena Abernethy,Female,Civil,9.86,LorenaAbernethy@yahoo.co.in,9986746564
20184278,Stephen Owen,Female,Mechanical,6.85,StephenOwen@rediffmail.com,9986086339
20184279,Ryan Frye,Female,ECE,8.02,RyanFrye@yahoo.co.in,9986289312
20184280,Jean Young,Female,CSE,5.38,JeanYoung@gmail.com,9986530893
20184281,Amber Grimes,Female,EEE,6.11,AmberGrimes@hotmail.com,9986983528
20184282,Matthew Cooley,Female,Mechanical,6.56,MatthewCooley@hotmail.com,9986651850
20184283,Beth Vanmatre,Male,ECE,8.48,BethVanmatre@yahoo.co.in,9986435989
20184284,Rafael Herring,Female,EIE,7.77,RafaelHerring@rediffmail.com,9986681521
20184285,Patricia Thompson,Male,EEE,8.34,PatriciaThompson@yahoo.co.in,9986520259
20184286,Kimberly Tate,Male,EIE,9.53,KimberlyTate@hotmail.com,9986559167
20184287,Madeline Russell,Female,ECE,9.58,MadelineRussell@rediffmail.com,9986942397
20184288,Shirley Burgess,Female,Mechanical,7.49,ShirleyBurgess@yahoo.co.in,9986815587
20184289,Joyce Rangel,Female,CSE,6.85,JoyceRangel@hotmail.com,9986875044
20184290,Mary Jasso,Female,Mechanical,8.08,MaryJasso@gmail.com,9986755549
20184291,Cindy Harry,Female,ECE,6.47,CindyHarry@hotmail.com,9986624627
20184292,Willie Gally,Female,EEE,8.16,WillieGally@rediffmail.com,9986133001
20184293,Benjamin Combs,Male,ECE,6.37,BenjaminCombs@yahoo.co.in,9986386731
20184294,Eli Sheth,Female,Mechanical,6.83,EliSheth@rediffmail.com,9986179907
20184295,John Harkins,Male,Mechanical,5.46,JohnHarkins@yahoo.co.in,9986269471
20184296,Dan Vermillion,Female,EEE,6.42,DanVermillion@gmail.com,9986752268
20184297,Aileen Wehling,Male,EIE,7.19,AileenWehling@yahoo.co.in,9986594417
20184298,Bettye Turrubiates,Female,EEE,6.87,BettyeTurrubiates@gmail.com,9986982758
20184299,Mark Salazar,Male,Civil,8.78,MarkSalazar@rediffmail.com,9986101654
20184300,Sally Comans,Female,EEE,5.7,SallyComans@hotmail.com,9986547437
20184301,Robert Huang,Female,EEE,5.02,RobertHuang@gmail.com,9986406472
20184302,Clayton Griffin,Female,Mechanical,5.35,ClaytonGriffin@rediffmail.com,9986416359
20184303,Pamela Runyon,Male,Mechanical,9.42,PamelaRunyon@hotmail.com,9986743011
20184304,Alicia Pearse,Male,Mechanical,5.23,AliciaPearse@rediffmail.com,9986852386
20184305,Ervin Lopez,Female,EIE,9.18,ErvinLopez@rediffmail.com,9986029850
20184306,Sheila Villanueva,Female,EIE,9.24,SheilaVillanueva@hotmail.com,9986149495
20184307,Jennie Shulte,Male,Civil,9.56,JennieShulte@yahoo.co.in,9986725954
20184308,Floy Hull,Male,EIE,9.6,FloyHull@gmail.com,9986124192
20184309,Mary Oneal,Female,ECE,9.78,MaryOneal@hotmail.com,9986373055
20184310,Clint Peltz,Male,Mechanical,9.86,ClintPeltz@hotmail.com,9986757919
20184311,Rodolfo Bagley,Male,CSE,7.22,RodolfoBagley@yahoo.co.in,9986226839
20184312,Ruthie Taylor,Female,CSE,6.1,RuthieTaylor@yahoo.co.in,9986016611
20184313,Kenneth Johnson,Male,EEE,5.39,KennethJohnson@yahoo.co.in,9986439428
20184314,David Mcmurray,Male,EIE,9.75,DavidMcmurray@yahoo.co.in,9986258160
20184315,Mae Rhodes,Female,Civil,7.43,MaeRhodes@rediffmail.com,9986221352
20184316,Jose Thomas,Female,CSE,6.46,JoseThomas@gmail.com,9986478034
20184317,Amy Leary,Male,CSE,6.4,AmyLeary@rediffmail.com,9986501307
20184318,Margaret Ellis,Female,Civil,6.75,MargaretEllis@hotmail.com,9986133976
20184319,Richard Esparza,Female,ECE,6.29,RichardEsparza@hotmail.com,9986239264
20184320,Shaun Temple,Male,EEE,7.24,ShaunTemple@rediffmail.com,9986897669
20184321,Manuel Schindele,Male,EEE,8.97,ManuelSchindele@rediffmail.com,9986527829
20184322,Joseph Veal,Female,EIE,8.42,JosephVeal@yahoo.co.in,9986189580
20184323,Alice Moore,Female,CSE,5.62,AliceMoore@gmail.com,9986617108
20184324,Stanley Krol,Female,EIE,5.9,StanleyKrol@hotmail.com,9986366625
20184325,Jamie Souliere,Male,CSE,5.63,JamieSouliere@yahoo.co.in,9986344031
20184326,Pierre Wozniak,Male,Civil,9.63,PierreWozniak@gmail.com,9986730551
20184327,Angela Hrabal,Male,EIE,7.88,AngelaHrabal@rediffmail.com,9986154294
20184328,Irma Rodriguez,Female,ECE,7.72,IrmaRodriguez@yahoo.co.in,9986787752
20184329,Brenda Rison,Female,EIE,9.67,BrendaRison@yahoo.co.in,9986702063
20184330,Brooke Hogsett,Female,EIE,8.28,BrookeHogsett@gmail.com,9986017013
20184331,Joseph Vanhorne,Male,ECE,6.91,JosephVanhorne@rediffmail.com,9986489964
20184332,Richard Nassif,Male,EEE,8.79,RichardNassif@rediffmail.com,9986046912
20184333,Brittany Shields,Male,Civil,5.13,BrittanyShields@rediffmail.com,9986589118
20184334,Alyce Breen,Male,EIE,7.61,AlyceBreen@gmail.com,9986626598
20184335,Harold Hutchinson,Male,ECE,9.41,HaroldHutchinson@yahoo.co.in,9986299040
20184336,Magnolia Tijerina,Male,EIE,6.11,MagnoliaTijerina@gmail.com,9986078164
20184337,Dennis Williams,Female,EEE,8.77,DennisWilliams@rediffmail.com,9986404005
20184338,Bessie Mclemore,Female,ECE,9.07,BessieMclemore@yahoo.co.in,9986056701
20184339,Julie Hamilton,Female,CSE,8.18,JulieHamilton@yahoo.co.in,9986687375
20184340,Diana Farias,Female,Civil,5.53,DianaFarias@yahoo.co.in,9986564327
20184341,Ma Boger,Female,Mechanical,5.46,MaBoger@yahoo.co.in,9986108904
20184342,Irene Lee,Female,Civil,6.3,IreneLee@hotmail.com,9986081586
20184343,Roma Creekmur,Female,Mechanical,6.54,RomaCreekmur@gmail.com,9986125739
20184344,Jeannie Hill,Female,EIE,9.86,JeannieHill@gmail.com,9986034010
20184345,Latisha Perciful,Male,Mechanical,5.44,LatishaPerciful@gmail.com,9986577231
20184346,David Lawrence,Male,ECE,9.7,DavidLawrence@hotmail.com,9986356240
20184347,Barbara Marinello,Female,Mechanical,6.71,BarbaraMarinello@hotmail.com,9986517568
20184348,Barbara Garcia,Male,EIE,9.12,BarbaraGarcia@yahoo.co.in,9986193284
20184349,Ethel Nicley,Female,CSE,9.38,EthelNicley@hotmail.com,9986344562
20184350,Jason Voss,Female,Mechanical,8.41,JasonVoss@rediffmail.com,9986098982
20184351,Marie Maddox,Male,EEE,8.23,MarieMaddox@hotmail.com,9986194452
20184352,Tracy Boydston,Female,Mechanical,6.97,TracyBoydston@rediffmail.com,9986076086
20184353,John Martin,Male,ECE,6.33,JohnMartin@gmail.com,9986416419
20184354,Nicky Purington,Male,Mechanical,7.39,NickyPurington@hotmail.com,9986273674
20184355,Russell Granville,Female,CSE,7.77,RussellGranville@gmail.com,9986137892
20184356,Charles Trivedi,Male,Mechanical,9.77,CharlesTrivedi@hotmail.com,9986666146
20184357,Angela Simpson,Male,EIE,5.8,AngelaSimpson@gmail.com,9986454739
20184358,Marissa Cotelesse,Male,Civil,5.11,MarissaCotelesse@gmail.com,9986292956
20184359,Alfonso Mccord,Female,EEE,8.5,AlfonsoMccord@gmail.com,9986341837
20184360,Armando Lloyd,Male,CSE,8.71,ArmandoLloyd@hotmail.com,9986348025
20184361,Joshua Reiss,Female,ECE,8.11,JoshuaReiss@rediffmail.com,9986640203
20184362,Josephine Lowry,Female,ECE,8.15,JosephineLowry@gmail.com,9986697315
20184363,Dorothy Wilson,Female,EEE,5.9,DorothyWilson@hotmail.com,9986722753
20184364,Martha Mcmurray,Female,ECE,9.25,MarthaMcmurray@hotmail.com,9986568517
20184365,Amy Leedy,Female,EEE,8.33,AmyLeedy@yahoo.co.in,9986542945
20184366,Chad Yoshimura,Male,Mechanical,7.95,ChadYoshimura@hotmail.com,9986200578
20184367,Jesse Aikens,Male,EEE,9.4,JesseAikens@yahoo.co.in,9986043354
20184368,Russell Griggs,Female,Mechanical,8.99,RussellGriggs@gmail.com,9986518973
20184369,Arthur Shelton,Female,Civil,8.61,ArthurShelton@gmail.com,9986783671
20184370,Katlyn Greene,Male,Civil,8.29,KatlynGreene@hotmail.com,9986621512
20184371,Nathaniel Gleim,Male,Mechanical,7.89,NathanielGleim@hotmail.com,9986899604
20184372,Audrey Sammartino,Female,Civil,7.4,AudreySammartino@yahoo.co.in,9986456431
20184373,John Rodriguez,Male,Civil,6.91,JohnRodriguez@gmail.com,9986531552
20184374,Velia Furr,Male,ECE,9.85,VeliaFurr@gmail.com,9986937049
20184375,David Morris,Female,CSE,7.27,DavidMorris@hotmail.com,9986891278
20184376,Laura Leboeuf,Female,CSE,8.39,LauraLeboeuf@hotmail.com,9986373658
20184377,Terrell Minahan,Male,ECE,6.2,TerrellMinahan@rediffmail.com,9986515494
20184378,William Clark,Female,ECE,8.67,WilliamClark@yahoo.co.in,9986941783
20184379,Winnie Shaw,Female,CSE,6.49,WinnieShaw@gmail.com,9986376704
20184380,Arthur Meyers,Male,Mechanical,5.12,ArthurMeyers@gmail.com,9986668912
20184381,Betsy Bilotto,Male,Mechanical,6.75,BetsyBilotto@gmail.com,9986069664
20184382,Kenneth Shannon,Male,EEE,7.93,KennethShannon@hotmail.com,9986336023
20184383,Lawrence Eastlick,Female,Civil,6.19,LawrenceEastlick@hotmail.com,9986314097
20184384,Marcia Seal,Female,CSE,8.16,MarciaSeal@yahoo.co.in,9986333357
20184385,Bethany Scrivens,Male,EIE,8.73,BethanyScrivens@hotmail.com,9986338676
20184386,Ingrid Messenger,Male,Civil,8.19,IngridMessenger@yahoo.co.in,9986816447
20184387,Eleanor Evans,Female,EIE,5.27,EleanorEvans@hotmail.com,9986670192
20184388,Michelle Nash,Male,EIE,6.91,MichelleNash@rediffmail.com,9986130230
20184389,Wayne Callen,Male,EEE,8.42,WayneCallen@hotmail.com,9986212871
20184390,Tuan Emery,Male,EIE,9.96,TuanEmery@yahoo.co.in,9986408787
20184391,Hattie Bourne,Male,Civil,6.66,HattieBourne@rediffmail.com,9986875622
20184392,Barbara Small,Female,EIE,8.85,BarbaraSmall@yahoo.co.in,9986649582
20184393,Dorothy Inman,Female,Mechanical,5.78,DorothyInman@gmail.com,9986799012
20184394,Thomas Wetherell,Male,Civil,7.42,ThomasWetherell@hotmail.com,9986291981
20184395,Loren Burk,Female,Mechanical,9.67,LorenBurk@yahoo.co.in,9986877135
20184396,Opal Flores,Female,Mechanical,5.44,OpalFlores@rediffmail.com,9986214932
20184397,Danny Wagner,Female,Mechanical,6.88,DannyWagner@rediffmail.com,9986904597
20184398,Alan Gregg,Female,Mechanical,9.28,AlanGregg@hotmail.com,9986803213
20184399,Antonio Hall,Female,Civil,9.56,AntonioHall@rediffmail.com,9986737247
20184400,Bob Schick,Female,Civil,9.59,BobSchick@yahoo.co.in,9986983191
20184401,Jennifer Wink,Female,Civil,5.76,JenniferWink@hotmail.com,9986573893
20184402,Amber Hensley,Female,EIE,8.6,AmberHensley@gmail.com,9986129979
20184403,Ronald Sultzer,Male,CSE,9.88,RonaldSultzer@hotmail.com,9986519881
20184404,Leslie Docken,Female,ECE,8.92,LeslieDocken@gmail.com,9986670167
20184405,Geraldine Roman,Male,Civil,8.41,GeraldineRoman@yahoo.co.in,9986036618
20184406,Diane Honda,Male,EEE,6.3,DianeHonda@hotmail.com,9986826856
20184407,Bob Schaller,Male,EIE,8.3,BobSchaller@hotmail.com,9986302725
20184408,Lee Glessner,Female,CSE,8.39,LeeGlessner@yahoo.co.in,9986277078
20184409,Jesse Perez,Male,ECE,8.03,JessePerez@yahoo.co.in,9986828394
20184410,Michael Mcaulay,Male,ECE,8.38,MichaelMcaulay@yahoo.co.in,9986770117
20184411,Tonya Schlater,Female,Civil,7.44,TonyaSchlater@gmail.com,9986335479
20184412,Clifford Dailey,Male,ECE,7.24,CliffordDailey@rediffmail.com,9986526764
20184413,Katelyn Davis,Female,EIE,8.51,KatelynDavis@rediffmail.com,9986004835
20184414,Robert Workman,Female,Mechanical,8.01,RobertWorkman@hotmail.com,9986490334
20184415,Brittany Crawford,Female,EIE,9.09,BrittanyCrawford@hotmail.com,9986530784
20184416,Alma Johnson,Male,EIE,7.35,AlmaJohnson@gmail.com,9986348811
20184417,Amy Ramesh,Female,Civil,8.37,AmyRamesh@hotmail.com,9986110333
20184418,Juan Brown,Male,EEE,6.67,JuanBrown@rediffmail.com,9986382816
20184419,Victor Kimes,Male,Mechanical,7.49,VictorKimes@rediffmail.com,9986036746
20184420,Brian Sims,Female,EIE,5.29,BrianSims@hotmail.com,9986637623
20184421,Mira Loeffel,Male,CSE,5.54,MiraLoeffel@rediffmail.com,9986125534
20184422,Lavina Helf,Female,CSE,8.24,LavinaHelf@hotmail.com,9986969222
20184423,Ann Hickman,Female,Mechanical,9.06,AnnHickman@rediffmail.com,9986329886
20184424,James Puotinen,Female,Mechanical,8.48,JamesPuotinen@yahoo.co.in,9986142918
20184425,Digna Tacadina,Male,EIE,5.82,DignaTacadina@rediffmail.com,9986204062
20184426,Frank Haslett,Male,ECE,8.62,FrankHaslett@rediffmail.com,9986460229
20184427,Sarah Leatherman,Male,EIE,9.69,SarahLeatherman@hotmail.com,9986311756
20184428,Melvin Dorsey,Female,CSE,7.18,MelvinDorsey@rediffmail.com,9986571668
20184429,Harry Cogswell,Female,Civil,7.14,HarryCogswell@rediffmail.com,9986251632
20184430,James Clifton,Male,ECE,9.58,JamesClifton@yahoo.co.in,9986809568
20184431,Spencer Johnston,Female,ECE,8.73,SpencerJohnston@gmail.com,9986800015
20184432,Jose Maguire,Male,Mechanical,5.32,JoseMaguire@rediffmail.com,9986485581
20184433,Norman Cohen,Female,EEE,6.2,NormanCohen@yahoo.co.in,9986688425
20184434,Adam Bland,Female,EEE,8.67,AdamBland@yahoo.co.in,9986415255
20184435,Tracey Abernathy,Female,Mechanical,7.12,TraceyAbernathy@rediffmail.com,9986609375
20184436,Gary Glover,Male,ECE,5.85,GaryGlover@rediffmail.com,9986384803
20184437,Katherine Ellingwood,Male,Mechanical,5.12,KatherineEllingwood@hotmail.com,9986433164
20184438,Melissa Williams,Male,Civil,9.83,MelissaWilliams@gmail.com,9986576979
20184439,Samuel Morano,Male,CSE,8.1,SamuelMorano@gmail.com,9986754650
20184440,Billy Dorsey,Female,EIE,9.8,BillyDorsey@rediffmail.com,9986732628
20184441,Victoria Robles,Male,Mechanical,8.41,VictoriaRobles@hotmail.com,9986699206
20184442,Darnell Read,Female,CSE,5.41,DarnellRead@rediffmail.com,9986472380
20184443,Pearl Burnell,Male,EIE,8.44,PearlBurnell@rediffmail.com,9986878501
20184444,Josette Hiltner,Male,Mechanical,5.89,JosetteHiltner@rediffmail.com,9986799480
20184445,Alex Grimes,Female,EEE,8.7,AlexGrimes@yahoo.co.in,9986140422
20184446,Mike Jackson,Female,Mechanical,9.46,MikeJackson@rediffmail.com,9986888258
20184447,Mary Hatch,Male,ECE,8.26,MaryHatch@hotmail.com,9986601334
20184448,Michael Horton,Male,EIE,9.74,MichaelHorton@gmail.com,9986698063
20184449,Cora Rogers,Male,EIE,9.89,CoraRogers@hotmail.com,9986637665
20184450,Valerie Lashley,Male,Mechanical,5.58,ValerieLashley@gmail.com,9986169252
20184451,William Archer,Male,CSE,7.87,WilliamArcher@gmail.com,9986633811
20184452,Rudy Jameson,Male,CSE,7.03,RudyJameson@gmail.com,9986251488
20184453,Hunter Garcia,Female,EIE,8.25,HunterGarcia@hotmail.com,9986930984
20184454,Audrey Ingalls,Female,Mechanical,7.9,AudreyIngalls@yahoo.co.in,9986478387
20184455,Jerrod Pax,Female,CSE,7.2,JerrodPax@rediffmail.com,9986110058
20184456,Jeffery Medlar,Male,Mechanical,8.93,JefferyMedlar@yahoo.co.in,9986046372
20184457,George Oneill,Female,Civil,6.02,GeorgeOneill@yahoo.co.in,9986535079
20184458,Peter Thornhill,Female,Mechanical,9.65,PeterThornhill@yahoo.co.in,9986733599
20184459,Susan Ramos,Male,EEE,6.63,SusanRamos@gmail.com,9986944582
20184460,Judith Howe,Female,EEE,9.81,JudithHowe@gmail.com,9986965754
20184461,David Warren,Male,Mechanical,6.69,DavidWarren@hotmail.com,9986587960
20184462,Anthony Paine,Female,CSE,9.29,AnthonyPaine@hotmail.com,9986180111
20184463,Margaret Schweitzer,Male,ECE,8.8,MargaretSchweitzer@hotmail.com,9986314400
20184464,Jeffrey Cox,Female,EIE,9.88,JeffreyCox@hotmail.com,9986078500
20184465,Raymond Best,Female,EEE,8.25,RaymondBest@rediffmail.com,9986364674
20184466,Patricia Foster,Female,Mechanical,6.58,PatriciaFoster@hotmail.com,9986006719
20184467,Gary Robinson,Male,CSE,7.04,GaryRobinson@gmail.com,9986756888
20184468,Phyllis Young,Male,ECE,9.42,PhyllisYoung@yahoo.co.in,9986630493
20184469,Glenn Alvine,Male,Civil,6.38,GlennAlvine@yahoo.co.in,9986429190
20184470,James Magana,Female,EEE,5.03,JamesMagana@gmail.com,9986179956
20184471,Betty Miller,Female,Civil,7.73,BettyMiller@rediffmail.com,9986218401
20184472,Kathryn Phillips,Female,ECE,8.91,KathrynPhillips@hotmail.com,9986914254
20184473,Trevor Coleman,Female,EIE,8.23,TrevorColeman@hotmail.com,9986427648
20184474,Lucille Wen,Female,EIE,5.81,LucilleWen@hotmail.com,9986834821
20184475,Madeleine Lutz,Male,CSE,6.92,MadeleineLutz@yahoo.co.in,9986626526
20184476,Adrian Phillips,Female,Civil,7.01,AdrianPhillips@yahoo.co.in,9986008547
20184477,Katherine Hernandez,Female,CSE,7.59,KatherineHernandez@hotmail.com,9986034725
20184478,Jill Smtih,Male,CSE,5.36,JillSmtih@rediffmail.com,9986295826
20184479,Megan Putnam,Male,ECE,9.09,MeganPutnam@gmail.com,9986955269
20184480,Randy Francour,Female,Mechanical,7.92,RandyFrancour@yahoo.co.in,9986235083
20184481,Vergie Fortenberry,Male,EEE,8.43,VergieFortenberry@rediffmail.com,9986157859
20184482,Mary Wilson,Male,ECE,9.73,MaryWilson@hotmail.com,9986489621
20184483,John Sutton,Male,ECE,9.36,JohnSutton@yahoo.co.in,9986950299
20184484,Terry Tucker,Female,EEE,6.74,TerryTucker@gmail.com,9986564750
20184485,Chantell Burbank,Male,Civil,9.89,ChantellBurbank@yahoo.co.in,9986894953
20184486,Sharon Morales,Male,CSE,7.28,SharonMorales@hotmail.com,9986830883
20184487,Ivan Mendez,Female,CSE,6.95,IvanMendez@hotmail.com,9986291322
20184488,Robbie Burch,Female,Mechanical,8.36,RobbieBurch@gmail.com,9986311595
20184489,Laura Mattews,Female,CSE,8.78,LauraMattews@rediffmail.com,9986022756
20184490,Tammy Yerkes,Male,EEE,9.64,TammyYerkes@hotmail.com,9986232184
20184491,Lynn Gilmore,Male,Civil,8.78,LynnGilmore@hotmail.com,9986941879
20184492,Louise Rother,Female,Civil,6.33,LouiseRother@hotmail.com,9986007328
20184493,Tasha Tran,Male,EIE,8.73,TashaTran@gmail.com,9986043108
20184494,Lori Castro,Male,EIE,6.89,LoriCastro@rediffmail.com,9986516468
20184495,Angela Taylor,Female,CSE,9.87,AngelaTaylor@gmail.com,9986031970
20184496,Lucy Wright,Male,CSE,9.44,LucyWright@hotmail.com,9986516054
20184497,Bulah Tatum,Male,EIE,5.17,BulahTatum@gmail.com,9986575661
20184498,Marti Mote,Male,Civil,6.78,MartiMote@rediffmail.com,9986960007
20184499,Bessie Deangelo,Female,CSE,5.44,BessieDeangelo@yahoo.co.in,9986842260
20184500,Marjorie Pettway,Female,Civil,8.84,MarjoriePettway@yahoo.co.in,9986303033
20184501,Hyman Parada,Male,CSE,7.46,HymanParada@yahoo.co.in,9986947970
20184502,Mary Binns,Female,Mechanical,7.71,MaryBinns@hotmail.com,9986407792
20184503,Agnes Oguin,Female,EIE,6.68,AgnesOguin@hotmail.com,9986789756
20184504,Merlin Hall,Female,EIE,6.87,MerlinHall@yahoo.co.in,9986517628
20184505,Julianne Hughes,Female,EEE,5.81,JulianneHughes@gmail.com,9986229906
20184506,Rosemary Holcomb,Female,EEE,7.41,RosemaryHolcomb@yahoo.co.in,9986322976
20184507,Lisa Trevino,Male,Civil,5.0,LisaTrevino@gmail.com,9986671862
20184508,Caroline Brown,Male,Mechanical,5.57,CarolineBrown@hotmail.com,9986307600
20184509,Mary Fite,Female,Mechanical,8.75,MaryFite@gmail.com,9986648066
20184510,Olivia See,Male,CSE,8.7,OliviaSee@rediffmail.com,9986931950
20184511,Delois Fitch,Male,EEE,9.5,DeloisFitch@yahoo.co.in,9986850719
20184512,Larry Oland,Female,Mechanical,8.16,LarryOland@yahoo.co.in,9986509263
20184513,Joshua Gamino,Female,Mechanical,6.64,JoshuaGamino@hotmail.com,9986034743
20184514,Aaron Powell,Female,Mechanical,6.23,AaronPowell@rediffmail.com,9986706919
20184515,Sylvia Ash,Male,Mechanical,5.11,SylviaAsh@yahoo.co.in,9986574938
20184516,Tamara Bermudez,Female,Mechanical,9.05,TamaraBermudez@rediffmail.com,9986691915
20184517,Sylvia Yanez,Female,Civil,5.72,SylviaYanez@hotmail.com,9986549952
20184518,Kimberly Parson,Male,ECE,9.47,KimberlyParson@hotmail.com,9986092443
